model,metric,value,seed
MOLM (OneHot),aff_mccs_mean,0.8416347253885172,789
MOLM (OneHot),aff_mccs_std,0.015919092004605406,789
MOLM (OneHot),spec_mccs_mean,0.858589662536972,789
MOLM (OneHot),spec_mccs_std,0.006814536474441619,789
MOLM (OneHot),affinity_mean,0.92225,789
MOLM (OneHot),affinity_std,0.009598176910226226,789
MOLM (OneHot),specificity_mean,0.92875,789
MOLM (OneHot),specificity_std,0.0037914377220257755,789
MOLM (ESM2),affinity_accs_mean,0.86875,789
MOLM (ESM2),affinity_accs_std,0.012624381172952604,789
MOLM (ESM2),specificity_accs_mean,0.9019999999999999,789
MOLM (ESM2),specificity_accs_std,0.006204836822995424,789
MOLM (ESM2),aff_aucs_mean,0.9529029598780493,789
MOLM (ESM2),aff_aucs_std,0.0051991740954465135,789
MOLM (ESM2),spec_aucs_mean,0.96228,789
MOLM (ESM2),spec_aucs_std,0.0023346218912277637,789
MOLM (ESM2),aff_aps_mean,0.9267947188721619,789
MOLM (ESM2),aff_aps_std,0.008306691950877229,789
MOLM (ESM2),spec_aps_mean,0.9624775730231796,789
MOLM (ESM2),spec_aps_std,0.0012359263256715596,789
MOLM (ESM2),aff_mccs_mean,0.743373168976383,789
MOLM (ESM2),aff_mccs_std,0.01893536652466338,789
MOLM (ESM2),spec_mccs_mean,0.8050653538977197,789
MOLM (ESM2),spec_mccs_std,0.012839852189357629,789
MOLM (ESM2),affinity_mean,0.86875,789
MOLM (ESM2),affinity_std,0.012624381172952604,789
MOLM (ESM2),specificity_mean,0.9019999999999999,789
MOLM (ESM2),specificity_std,0.006204836822995424,789
MOLM (Fusion-ESM2),affinity_accs_mean,0.92925,789
MOLM (Fusion-ESM2),affinity_accs_std,0.008046738469715518,789
MOLM (Fusion-ESM2),specificity_accs_mean,0.92875,789
MOLM (Fusion-ESM2),specificity_accs_std,0.006471089552772383,789
MOLM (Fusion-ESM2),aff_aucs_mean,0.9769236120586136,789
MOLM (Fusion-ESM2),aff_aucs_std,0.0028067771168215003,789
MOLM (Fusion-ESM2),spec_aucs_mean,0.979315,789
MOLM (Fusion-ESM2),spec_aucs_std,0.002690680095254735,789
MOLM (Fusion-ESM2),aff_aps_mean,0.9681557720591648,789
MOLM (Fusion-ESM2),aff_aps_std,0.002926974587001816,789
MOLM (Fusion-ESM2),spec_aps_mean,0.9788325802004723,789
MOLM (Fusion-ESM2),spec_aps_std,0.002131615484249698,789
MOLM (Fusion-ESM2),aff_mccs_mean,0.8531463977547572,789
MOLM (Fusion-ESM2),aff_mccs_std,0.01588047663611061,789
MOLM (Fusion-ESM2),spec_mccs_mean,0.8584462076527531,789
MOLM (Fusion-ESM2),spec_mccs_std,0.012775862971097876,789
MOLM (Fusion-ESM2),affinity_mean,0.92925,789
MOLM (Fusion-ESM2),affinity_std,0.008046738469715518,789
MOLM (Fusion-ESM2),specificity_mean,0.92875,789
MOLM (Fusion-ESM2),specificity_std,0.006471089552772383,789
MOLM-ST (OneHot),affinity_mean,0.92325,789
MOLM-ST (OneHot),affinity_std,0.009987492177719094,789
MOLM-ST (OneHot),specificity_mean,0.9295,789
MOLM-ST (OneHot),specificity_std,0.0067360967926537434,789
MOLM-ST (OneHot),aff_mccs_mean,0.8428963687517843,789
MOLM-ST (OneHot),aff_mccs_std,0.01760899892473215,789
MOLM-ST (OneHot),spec_mccs_mean,0.8595290401385661,789
MOLM-ST (OneHot),spec_mccs_std,0.01340459737401147,789
MOLM-ST (OneHot),aff_aucs_mean,0.9765321487646823,789
MOLM-ST (OneHot),aff_aucs_std,0.0038738926055890636,789
MOLM-ST (OneHot),spec_aucs_mean,0.97818,789
MOLM-ST (OneHot),spec_aucs_std,0.0020561660317201425,789
MOLM-ST (ESM2),affinity_mean,0.883,789
MOLM-ST (ESM2),affinity_std,0.013052777482206599,789
MOLM-ST (ESM2),specificity_mean,0.9057499999999999,789
MOLM-ST (ESM2),specificity_std,0.011141139977578585,789
MOLM-ST (ESM2),aff_mccs_mean,0.7650681463128824,789
MOLM-ST (ESM2),aff_mccs_std,0.021851841059426523,789
MOLM-ST (ESM2),spec_mccs_mean,0.8116911848068786,789
MOLM-ST (ESM2),spec_mccs_std,0.022248452381923828,789
MOLM-ST (ESM2),aff_aucs_mean,0.9560738096751656,789
MOLM-ST (ESM2),aff_aucs_std,0.005990393741455263,789
MOLM-ST (ESM2),spec_aucs_mean,0.9630612500000002,789
MOLM-ST (ESM2),spec_aucs_std,0.002430005787030131,789
MOLM-ST (Fusion-ESM2),affinity_mean,0.9317500000000001,789
MOLM-ST (Fusion-ESM2),affinity_std,0.006642665127793225,789
MOLM-ST (Fusion-ESM2),specificity_mean,0.9265000000000001,789
MOLM-ST (Fusion-ESM2),specificity_std,0.004062019202317962,789
MOLM-ST (Fusion-ESM2),aff_mccs_mean,0.8578841667658244,789
MOLM-ST (Fusion-ESM2),aff_mccs_std,0.01521223866047232,789
MOLM-ST (Fusion-ESM2),spec_mccs_mean,0.85390265130605,789
MOLM-ST (Fusion-ESM2),spec_mccs_std,0.008010827639450902,789
MOLM-ST (Fusion-ESM2),aff_aucs_mean,0.9782676770819239,789
MOLM-ST (Fusion-ESM2),aff_aucs_std,0.002482523358391925,789
MOLM-ST (Fusion-ESM2),spec_aucs_mean,0.9788462500000001,789
MOLM-ST (Fusion-ESM2),spec_aucs_std,0.0020454125500739945,789
MOLM (OneHot),affinity_accs_mean,0.93025,2024
MOLM (OneHot),affinity_accs_std,0.01309580085370881,2024
MOLM (OneHot),specificity_accs_mean,0.92775,2024
MOLM (OneHot),specificity_accs_std,0.005884301147969911,2024
MOLM (OneHot),aff_aucs_mean,0.9768736682652156,2024
MOLM (OneHot),aff_aucs_std,0.0022577834703205652,2024
MOLM (OneHot),spec_aucs_mean,0.9788375,2024
MOLM (OneHot),spec_aucs_std,0.0038036064300870595,2024
